Date,Price,Open,High,Low,Vol.,Change %
1/3/2023,82600,"80,200","82,600","80,200",1.09M,3.25%
1/4/2023,82800,"82,900","82,900","81,800",837.90K,0.24%
1/5/2023,84000,"82,800","84,000","82,500",1.08M,1.45%
1/6/2023,84000,"84,000","84,800","83,900",1.13M,0.00%
1/9/2023,86900,"85,800","86,900","84,800",1.67M,3.45%
1/10/2023,87300,"86,200","89,900","86,200",2.11M,0.46%
1/11/2023,85100,"87,300","87,300","85,100",983.00K,-2.52%
1/12/2023,84800,"85,200","85,200","83,800",1.88M,-0.35%
1/13/2023,85800,"85,200","86,500","85,200",822.00K,1.18%
1/16/2023,87300,"86,000","88,500","86,000",735.20K,1.75%
1/17/2023,89400,"88,500","89,400","87,300",644.60K,2.41%
1/18/2023,90000,"90,000","91,000","89,400",834.00K,0.67%
1/19/2023,93000,"89,500","96,000","87,500",1.72M,3.33%
1/27/2023,93000,"93,000","94,600","91,500",1.55M,0.00%
1/30/2023,89900,"92,100","92,500","89,800",1.05M,-3.33%
1/31/2023,91900,"89,900","91,900","87,800",1.45M,2.22%
2/1/2023,89100,"92,000","92,500","89,100",1.14M,-3.05%
2/2/2023,90600,"88,600","92,000","88,600",984.60K,1.68%
2/3/2023,93000,"90,300","93,000","89,100",893.40K,2.65%
2/6/2023,96000,"92,600","96,300","91,500",1.15M,3.23%
2/7/2023,92000,"95,300","95,500","92,000",1.20M,-4.17%
2/8/2023,94200,"92,100","96,200","92,100",884.80K,2.39%
2/9/2023,93000,"93,800","95,000","93,000",759.40K,-1.27%
2/10/2023,94500,"94,500","94,500","92,800",647.70K,1.61%
2/13/2023,93500,"94,800","95,400","92,000",872.70K,-1.06%
2/14/2023,92500,"93,500","93,500","91,200",1.14M,-1.07%
2/15/2023,93000,"92,500","94,200","91,200",899.30K,0.54%
2/16/2023,92400,"93,000","94,000","92,200",776.60K,-0.65%
2/17/2023,93000,"93,000","93,300","92,000",918.90K,0.65%
2/20/2023,93800,"93,000","94,500","93,000",1.10M,0.86%
2/21/2023,94200,"94,200","94,900","94,000",675.50K,0.43%
2/22/2023,93000,"94,200","94,300","92,500",1.03M,-1.27%
2/23/2023,93300,"93,000","94,000","91,200",1.03M,0.32%
2/24/2023,93500,"93,000","94,000","90,000",631.40K,0.21%
2/27/2023,92800,"93,000","93,500","91,700",501.00K,-0.75%
2/28/2023,93500,"93,100","93,700","92,600",565.80K,0.75%
3/1/2023,93000,"92,300","93,400","92,200",729.70K,-0.53%
3/2/2023,93200,"93,000","93,800","91,800",984.70K,0.22%
3/3/2023,90900,"91,800","92,800","90,900",798.60K,-2.47%
3/6/2023,91000,"91,000","92,200","91,000",711.90K,0.11%
3/7/2023,91900,"91,500","92,500","91,100",970.30K,0.99%
3/8/2023,92200,"91,000","92,200","90,700",871.90K,0.33%
3/9/2023,93000,"92,000","93,400","91,700",1.10M,0.87%
3/10/2023,92100,"92,200","92,500","91,500",707.80K,-0.97%
3/13/2023,91500,"92,000","92,000","90,800",759.20K,-0.65%
3/14/2023,91000,"91,000","91,200","90,500",863.70K,-0.55%
3/15/2023,91400,"91,600","92,000","91,100",807.80K,0.44%
3/16/2023,91000,"91,000","92,000","89,500",806.00K,-0.44%
3/17/2023,89000,"91,000","91,100","89,000",2.27M,-2.20%
3/20/2023,85100,"89,000","89,500","85,100",1.03M,-4.38%
3/21/2023,86500,"85,400","89,900","85,400",1.06M,1.65%
3/22/2023,89000,"86,600","89,900","86,600",1.06M,2.89%
3/23/2023,90700,"88,800","90,700","87,300",849.50K,1.91%
3/24/2023,89000,"91,000","91,000","88,900",630.00K,-1.87%
3/27/2023,91000,"89,000","91,000","88,000",730.10K,2.25%
3/28/2023,91800,"90,800","92,900","90,100",845.80K,0.88%
3/29/2023,92300,"92,500","92,500","90,500",422.80K,0.54%
3/30/2023,92700,"92,300","93,200","92,000",409.70K,0.43%
3/31/2023,91400,"92,800","93,200","90,500",950.60K,-1.40%
4/3/2023,92800,"91,700","92,900","91,200",736.70K,1.53%
4/4/2023,92000,"92,800","92,900","91,600",269.90K,-0.86%
